feature,permission_name,description,group_name,group_order,order,permission_desc,group_slug,main_slug,other_slug,method,api_pattern,supper_admin,admin,head_of_school,principal,academic,academic_manager,operation,operation_manager,it,it_manager,teacher,nanny,nurse,fnb,fnb_manager,accountant_view,accountant,chief_accountant,purchasing,contact_center,contact_center_manager,admission,admission_manager,marketing,crm_admin,finance_director,application_pipeline_manager,medicine,leave_request,user_actor
Food - Admin,Update Food Config Menu Grade Detail,,Food,9,,,,,s_food_manage,PUT,/food/admin/config/menu/grade/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Get Food Config Menu Grade Detail,,Food,9,,,,,s_food_read,GET,/food/admin/config/menu/grade/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Create Food Register Form,,Food,9,,,,,s_food_add,POST,/food/admin/register/form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Get Food Register Form,,Food,9,,,,,s_food_read,GET,/food/admin/register/form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Get Food Register Form Detail,,Food,9,,,,,s_food_read,GET,admin/register/form/detail/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Update Food Register Form Detail,,Food,9,,,,,s_food_manage,PUT,admin/register/form/detail/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Get Food Register Form Overview,,Food,9,,,,,s_food_read,GET,/food/admin/register/form/overview/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Create Food Booking Missing,,Food,9,,,,,s_food_add,POST,/food/admin/booking/missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Create Food Auto Booking,,Food,9,,,,,s_food_add,POST,/food/admin/auto-booking/list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,View Food Auto Booking List,,Food,9,,,,,s_food_read,GET,/food/admin/auto-booking/list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Delete Food Auto Booking,,Food,9,,,,,s_food_manage,DELETE,/food/admin/auto-booking/detail/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Admin,Get Food Menu Date Range,,Food,9,,,,,s_food_read,GET,/food/admin/menu/date/range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food,Create Client Booking,Register food set varian for student | staff,Food,9,3,,s_food_manage_form,s_food_add_form,,POST,/food/client/booking,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Client Booking,View Client Booking,Get food set varian for registration ,Food,9,,,,,s_food_read,GET,/food/client/booking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Client Booking,Create Client Booking Confirm,confirm booking,Food,9,,,,,s_food_manage_form,POST,/food/client/booking/confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Client Booking,Get Client Booking Detail,Get food set varian by date,Food,9,,,,,s_food_read,GET,/food/client/booking/detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Client Booking,Get Selected Meal,"Get selected meal by person_number(student_number, guardian_number, staff_number) and date",Food,9,,,,,s_food_read,GET,/food/client/selected/meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food - Client Booking,Create Selected Meal,"Receive selected meal by person_number(student_number, guardian_number, staff_number) and date",Food,9,,,,,s_food_add_form,POST,/food/client/selected/meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus,Create Bus Service,,Bus,16,,,s_bus_manage,s_bus_create,,POST,/bus/service/subscriptions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus,View Bus Service,,Bus,16,,,s_bus_read,s_bus_read,,GET,/bus/service/subscriptions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Pipeline,View,View,ApplicationPipeline,10,1,,s_application_pipeline_read,s_application_pipeline_read,,GET,/hubspot/student/list,1,,,,1,1,1,1,,,,,,,,,,,,,,1,1,,1,,,,,
Email Process,Create Email Process,,Process,13,1,,p_email_manage,p_email_add,,POST,/process/email-process,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email Process,Resend Email Process,,Process,13,,,,,p_email_manage,PUT,/process/email-process/resend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email Process,Get Email Process Status,Get Email Process Task Status ,Process,13,2,,p_email_read,p_email_read,,GET,/process/email-process-status/task_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email Process,View Email Process List,,Process,13,,,,,p_email_read,GET,/process/emails/list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email Process,Get Email Process Detail,,Process,13,,,,,p_email_read,GET,/process/emails/detail/id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Request,View List,View,MedicineRequest,11,1,,m_medicine_read,m_medicine_read,,GET,/medicine/admin/list,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,1,,
Medicine Request,View Detail,View Detail,MedicineRequest,11,,,,,m_medicine_read,GET,/medicine/admin/detail/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Request,Update Status,Update Status,MedicineRequest,11,2,,m_medicine_manage,m_medicine_manage,,PUT,/medicine/admin/detail/pk,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,
Mobile CMS,View News Articles List,View News Articles List,MobileCMS,12,1,,mb_cms_read,mb_cms_read,,GET,/cms/news-articles,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,,
Mobile CMS,Create News Article,Create News Article,MobileCMS,12,2,,mb_cms_manage,mb_cms_edit,,POST,/cms/news-articles,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,,
Mobile CMS,Get News Article Detail ,Get News Article Detail ,MobileCMS,12,,,,,mb_cms_read,GET,/cms/news-articles/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile CMS,Update News Article,Update News Article,MobileCMS,12,,,,,mb_cms_manage,PUT,/cms/news-articles/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile CMS,Change News Article Status,Change News Article Status,MobileCMS,12,,,,,mb_cms_manage,PUT,/cms/news-articles/status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile CMS,Send Notification Of News Article,Send Notfiication Of News Article,MobileCMS,12,,,,,mb_cms_manage,PUT,/cms/news-articles/notify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Banner,View Banners List,View Banners List,MobileBanner,12,1,,mb_banner_read,mb_banner_read,,GET,/cms/banners,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,,,,,,
Mobile Banner,Create Banner,Create Banner,MobileBanner,12,2,,mb_banner_manage,mb_banner_edit,,POST,/cms/banners,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,,,,,,
Mobile Banner,Get Banner Detail ,Get Banner Detail ,MobileBanner,12,,,,,mb_banner_read,GET,/cms/banners/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Banner,Update Banner,Update Banner,MobileBanner,12,,,,,mb_banner_manage,PUT,/cms/banners/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Banner,Change Banner Status,Change Banner Status,MobileBanner,12,,,,,mb_banner_manage,PUT,/cms/banners/status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Survey,View Surveys List,View Surveys List,MobileSurvey,12,1,,mb_survey_read,mb_survey_read,,GET,/cms/surveys,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Mobile Survey,Create Survey,Create Survey,MobileSurvey,12,2,,mb_survey_manage,mb_survey_edit,,POST,/cms/surveys,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Mobile Survey,Get Survey Detail ,Get Survey Detail ,MobileSurvey,12,,,,,mb_survey_read,GET,/cms/surveys/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Survey,Update Survey,Update Survey,MobileSurvey,12,,,,,mb_survey_edit,PUT,/cms/surveys/pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Survey,Change Survey Status,Change Survey Status,MobileSurvey,12,,,,,mb_survey_manage,PUT,/cms/surveys/status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Survey,Send Notfiication Of Survey ,Send Notfiication Of Survey ,MobileSurvey,12,,,,,mb_survey_manage,PUT,/cms/surveys/notify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leave Request,View Leave Requests List,View Leave Requests List,LeaveRequest,12,1,,mb_leave_request_read,mb_leave_request_read,,GET,/cms/leave-requests,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,
Leave Request,Approve Leave Request,Approve Leave Request,LeaveRequest,12,2,,mb_leave_request_manage,mb_leave_request_manage,,PUT,/cms/leave-requests/approve,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,
Leave Request,Reject Leave Request,Reject Leave Request,LeaveRequest,12,,,,,mb_leave_request_manage,PUT,/cms/leave-requests/reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Galleries,View Galleries,View Galleries,MobileGallery,12,1,,mb_gallery_read,mb_gallery_read,,GET,/cms/galleries,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Card,Report Card,Active Report,ReportCard,13,1,,rc_report_card_edit,rc_report_card_edit,,PUT,/hubspot/admin/report-card/list,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Create Integration Account,Create Integration Account,MessageBatch,14,,,mess_inte_account_manage,mess_inte_account_add,,POST,/messaging/emails/integration-accounts,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Get Integration Account,Get Integration Account,MessageBatch,14,,,mess_inte_account_read,mess_inte_account_read,,GET,/messaging/emails/integration-accounts,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Create Template,Create Template,MessageBatch,14,,,mess_template_manage,mess_template_manage,,POST,/messaging/templates,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Get Template,Get Template,MessageBatch,14,,,mess_template_read,mess_template_read,,GET,/messaging/templates,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Get Template Detail,Get Template Detail,MessageBatch,14,,,,,mess_template_manage,GET,/messaging/templates/template_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Update Template,Update Template,MessageBatch,14,,,,,mess_template_manage,PUT,/messaging/templates/template_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Create Email Batch,Create Message Batch,MessageBatch,14,,,mess_batch_manage,mess_batch_manage,,POST,/messaging/emails/batches,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Create SMS Batch,Create SMS Batch,MessageBatch,14,,,,,mess_batch_manage,POST,/messaging/sms/batches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Get Message Batch,Get Message Batch,MessageBatch,14,,,mess_batch_read,mess_batch_read,,GET,/messaging/emails/batches,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Get Message Batch Detail,Get Message Batch Detail,MessageBatch,14,,,,,mess_batch_read,GET,/messaging/emails/batches/batch_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Edit Message Batch,Edit Message Batch,MessageBatch,14,,,,,mess_batch_manage,PUT,/messaging/emails/batches/batch_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Send Message Batch,Send Message Batch,MessageBatch,14,,,mess_batch_send,mess_batch_send,,POST,/messaging/emails/batches/batch_code/send,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Create Recipients For Message Batch,Create Recipients For Message Batch,MessageBatch,14,,,mess_recipient_manage,mess_recipient_manage,,POST,/messaging/recipients/batches/batch_code,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Edit Recipients Of Message Batch,Edit Recipients Of Message Batch,MessageBatch,14,,,,,mess_recipient_manage,PUT,/messaging/recipients/recipient_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Remove Recipients From Message Batch,Remove Recipients From Message Batch,MessageBatch,14,,,,,mess_recipient_manage,DELETE,/messaging/recipients/recipient_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Upload Attachements For Email Batch,Upload Attachements For Email Batch,MessageBatch,14,,,mess_attachment_manage,mess_attachment_manage,,POST,/messaging/emails/batches/batch_code/upload-files,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card Management,Get List Card,Get Card Info,Card,15,,,c_card_read,c_card_read,,GET,/card/list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card Management,Post List Card,Create Card Info,Card,15,,,c_card_create,c_card_read,,POST,/card/list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card Management,Get Detail Card,Get Card Detail,Card,15,,,c_card_read,c_card_read,,GET,/card/detail/person_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card Management,Post Detail Card,Update Card Detail,Card,15,,,c_card_edit,c_card_read,,POST,/card/detail/person_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Remove Attachements From Email Batch,Remove Attachements From Email Batch,MessageBatch,14,,,,,mess_attachment_manage,DELETE,/messaging/emails/batches/batch_code/remove-files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Get Guardians By Student,Select Guardians By Student For Recipients,MessageBatch,14,,,,,mess_recipient_manage,GET,/messaging/recipients/students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Import Recipients By Student,Import Recipients By Student,MessageBatch,14,,,,,mess_recipient_manage,POST,/messaging/batches/batch_code/recipients:from-students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Import Recipients By CSV,Import Recipients By CSV,MessageBatch,14,,,,,mess_recipient_manage,POST,/messaging/batches/batch_code/recipients:import-csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Export Recipients Of Batch,Export Recipients Of Batch,MessageBatch,14,,,,,mess_recipient_manage,GET,/messaging/recipients/batches/batch_code/export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Message Batch,Recipient Webhook,Recipient Webhook,MessageBatch,14,,,,,mess_recipient_manage,POST,/messaging/emails/recipients/webhook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
